Batch_ID,Product_Type,Production_Line,Machine_ID,Workers_Assigned,Raw_Material_Quantity,Batch_Size,Production_Priority,Quality_Check_Level,Machine_Load,Temperature_Control,Shift,Processing_Time,Worker_Wage_Rate_INR_per_Min,Machine_Usage_Rate_INR_per_Min,Raw_Material_Cost_INR,Batch_Cost_INR,Production_Timestamp
B3141,OncoDrug_B,Line_2,M3,4,116.74,190,Low,Standard,0.9,Minor_Fluctuation,Morning,73.38,2.85,15.18,17335.81,19286.5,05/04/2024 02:00
B3142,OncoDrug_C,Line_2,M4,3,114.72,107,Low,Critical,0.54,Minor_Fluctuation,Night,61.43,2.92,18.95,10650.89,12352.5,05/04/2024 04:00
B3143,OncoDrug_B,Line_1,M5,3,233.26,167,Low,Standard,0.58,Stable,Evening,66.62,3.22,11.1,28535.63,29917.99,05/04/2024 06:00
B3144,OncoDrug_D,Line_4,M3,6,183.95,130,High,Strict,0.43,Stable,Morning,46.99,2.47,9.87,21420.7,22579.79,05/04/2024 08:00
B3145,OncoDrug_A,Line_2,M1,3,166.66,154,Low,Strict,0.48,Stable,Night,69.93,3.6,12.73,13625.68,15271.37,05/04/2024 10:00
B3146,OncoDrug_A,Line_2,M4,4,135.99,173,Low,Critical,0.84,Controlled_Adjustment,Evening,92.22,3.4,15.95,15039.18,17764.28,05/04/2024 12:00
B3147,OncoDrug_D,Line_4,M4,5,92.06,128,High,Critical,0.69,Minor_Fluctuation,Night,56.8,2.18,19.65,11864.06,13600.25,05/04/2024 14:00
B3148,OncoDrug_D,Line_1,M2,3,220.85,162,Low,Standard,0.66,Minor_Fluctuation,Morning,61.13,2.07,12.6,20777.48,21926.73,05/04/2024 16:00
B3149,OncoDrug_A,Line_3,M5,7,248.84,174,Low,Strict,0.68,Stable,Morning,79.03,2.68,14.63,24621.65,27262.57,05/04/2024 18:00
B3150,OncoDrug_A,Line_2,M3,6,226.24,126,Low,Standard,0.62,Stable,Night,57.85,3.5,17.82,31683.89,33929.43,05/04/2024 20:00
B3151,OncoDrug_B,Line_1,M2,4,97.92,185,Medium,Standard,0.59,Stable,Evening,54.98,2.13,14.42,12711.43,13973.22,05/04/2024 22:00
B3152,OncoDrug_D,Line_2,M1,6,220.3,139,High,Critical,0.79,Minor_Fluctuation,Evening,71.06,3.02,12.55,27176.76,29354.75,06/04/2024 00:00
B3153,OncoDrug_B,Line_2,M2,7,101.54,63,High,Standard,0.92,Minor_Fluctuation,Morning,34.14,3.23,17.13,11411.54,12769.17,06/04/2024 02:00
B3154,OncoDrug_C,Line_1,M1,2,177.88,107,High,Standard,0.7,Stable,Night,43.97,2.53,8.83,14792.12,15403.3,06/04/2024 04:00
B3155,OncoDrug_C,Line_4,M5,7,85.58,130,Medium,Critical,0.45,Minor_Fluctuation,Evening,50.99,2.87,14.95,12611.22,14396.72,06/04/2024 06:00
B3156,OncoDrug_B,Line_1,M5,5,224.91,140,Medium,Strict,0.51,Stable,Night,55.71,2.87,10.93,18806.91,20214.52,06/04/2024 08:00
B3157,OncoDrug_A,Line_4,M2,2,249.95,83,High,Critical,0.47,Minor_Fluctuation,Evening,49.96,2.85,18.18,27928.43,29121.64,06/04/2024 10:00
B3158,OncoDrug_A,Line_4,M4,6,199.67,151,Low,Critical,0.65,Minor_Fluctuation,Evening,83.0,3.42,15.57,18158.2,21151.73,06/04/2024 12:00
B3159,OncoDrug_C,Line_3,M1,5,197.17,158,High,Critical,0.66,Controlled_Adjustment,Evening,72.64,3.62,17.55,19601.66,22190.07,06/04/2024 14:00
B3160,OncoDrug_A,Line_2,M2,4,107.3,77,High,Strict,0.58,Stable,Morning,34.02,2.8,9.85,13622.9,14339.02,06/04/2024 16:00
B3161,OncoDrug_C,Line_4,M5,5,136.65,84,Medium,Critical,0.66,Controlled_Adjustment,Night,52.84,2.1,12.98,20107.73,21348.59,06/04/2024 18:00
B3162,OncoDrug_D,Line_4,M3,5,109.85,171,Low,Standard,0.79,Stable,Night,59.56,2.38,13.38,16145.89,17652.75,06/04/2024 20:00
B3163,OncoDrug_A,Line_4,M1,6,133.89,178,Medium,Critical,0.72,Controlled_Adjustment,Night,85.38,3.48,8.55,14970.77,17485.21,06/04/2024 22:00
B3164,OncoDrug_B,Line_2,M3,5,224.63,96,Low,Strict,0.53,Minor_Fluctuation,Evening,47.3,2.0,11.58,33390.56,34411.45,07/04/2024 00:00
B3165,OncoDrug_B,Line_4,M5,4,156.87,119,High,Strict,0.93,Controlled_Adjustment,Evening,55.17,2.12,11.78,20740.31,21857.51,07/04/2024 02:00
B3166,OncoDrug_B,Line_2,M4,6,160.44,155,Low,Critical,0.9,Minor_Fluctuation,Night,91.35,2.65,9.17,20673.9,22963.74,07/04/2024 04:00
B3167,OncoDrug_B,Line_4,M2,6,132.47,60,Low,Critical,0.42,Minor_Fluctuation,Night,41.41,2.88,8.5,11026.34,12094.72,07/04/2024 06:00
B3168,OncoDrug_D,Line_2,M4,2,226.61,87,Medium,Critical,0.54,Minor_Fluctuation,Morning,58.93,3.5,11.77,22413.03,23518.95,07/04/2024 08:00
B3169,OncoDrug_B,Line_1,M5,6,89.02,151,Medium,Strict,0.63,Stable,Night,56.13,3.0,9.05,11415.43,12933.75,07/04/2024 10:00
B3170,OncoDrug_B,Line_3,M4,7,247.44,139,High,Critical,0.55,Controlled_Adjustment,Evening,64.73,2.9,10.67,36163.51,38167.98,07/04/2024 12:00
B3171,OncoDrug_B,Line_4,M2,2,113.63,147,High,Strict,0.93,Stable,Night,63.12,2.12,16.27,16743.75,18037.71,07/04/2024 14:00
B3172,OncoDrug_C,Line_2,M2,2,170.56,73,High,Strict,0.95,Minor_Fluctuation,Evening,47.56,2.43,11.23,17165.7,17931.41,07/04/2024 16:00
B3173,OncoDrug_B,Line_2,M5,7,96.25,103,Low,Critical,0.56,Controlled_Adjustment,Morning,51.72,2.18,15.05,8852.59,10421.43,07/04/2024 18:00
B3174,OncoDrug_B,Line_1,M2,4,199.83,81,Low,Standard,0.76,Minor_Fluctuation,Night,49.39,3.42,9.6,17531.25,18680.39,07/04/2024 20:00
B3175,OncoDrug_B,Line_3,M4,5,202.5,160,High,Strict,0.45,Stable,Morning,55.36,3.28,14.62,18768.74,20486.74,07/04/2024 22:00
B3176,OncoDrug_C,Line_1,M5,5,215.87,185,Medium,Strict,0.5,Minor_Fluctuation,Night,65.01,2.03,13.43,21943.82,23478.05,08/04/2024 00:00
B3177,OncoDrug_B,Line_1,M3,7,237.59,182,High,Standard,0.8,Controlled_Adjustment,Night,59.77,2.47,14.53,24996.96,26897.64,08/04/2024 02:00
B3178,OncoDrug_D,Line_1,M1,6,236.9,110,High,Critical,0.76,Stable,Night,64.61,3.13,12.25,23134.09,25140.23,08/04/2024 04:00
B3179,OncoDrug_D,Line_1,M2,2,162.18,158,High,Strict,0.65,Minor_Fluctuation,Evening,63.11,3.13,16.0,18109.07,19514.32,08/04/2024 06:00
B3180,OncoDrug_B,Line_4,M5,7,214.95,96,Low,Critical,0.63,Controlled_Adjustment,Morning,64.06,3.2,16.92,23089.71,25608.33,08/04/2024 08:00
B3181,OncoDrug_B,Line_2,M3,6,187.98,102,High,Critical,0.83,Controlled_Adjustment,Evening,58.5,2.93,17.55,19300.07,21356.35,08/04/2024 10:00
B3182,OncoDrug_A,Line_4,M4,6,128.51,112,Low,Critical,0.66,Controlled_Adjustment,Night,65.55,3.13,16.42,17515.89,19824.34,08/04/2024 12:00
B3183,OncoDrug_B,Line_1,M1,4,181.12,95,Low,Strict,0.68,Stable,Morning,58.81,2.85,19.23,19227.05,21028.6,08/04/2024 14:00
B3184,OncoDrug_B,Line_3,M3,5,99.64,152,High,Standard,0.45,Stable,Evening,38.61,2.22,13.28,12710.69,13651.49,08/04/2024 16:00
B3185,OncoDrug_A,Line_3,M1,3,180.93,86,Medium,Standard,0.54,Controlled_Adjustment,Morning,45.73,2.87,9.18,25840.3,26653.53,08/04/2024 18:00
B3186,OncoDrug_C,Line_3,M5,6,196.25,111,High,Critical,0.67,Controlled_Adjustment,Evening,59.67,3.13,19.07,21856.98,24116.48,08/04/2024 20:00
B3187,OncoDrug_A,Line_4,M4,2,241.95,100,High,Strict,0.61,Controlled_Adjustment,Evening,51.27,2.05,12.57,23904.72,24759.22,08/04/2024 22:00
B3188,OncoDrug_C,Line_2,M2,4,249.88,102,Low,Standard,0.58,Controlled_Adjustment,Evening,47.86,2.45,17.28,22765.56,24061.77,09/04/2024 00:00
B3189,OncoDrug_B,Line_2,M2,4,230.45,108,Medium,Critical,0.84,Minor_Fluctuation,Night,73.73,2.9,15.1,30954.02,32922.61,09/04/2024 02:00
B3190,OncoDrug_D,Line_3,M3,2,167.22,62,Low,Standard,0.87,Minor_Fluctuation,Night,47.47,2.5,9.07,22043.67,22711.42,09/04/2024 04:00
B3191,OncoDrug_B,Line_4,M3,4,237.68,68,Medium,Critical,0.6,Minor_Fluctuation,Morning,53.94,3.07,14.77,19036.78,20494.96,09/04/2024 06:00
B3192,OncoDrug_C,Line_1,M3,6,201.41,82,Medium,Strict,0.85,Controlled_Adjustment,Morning,51.81,2.35,14.97,17233.59,18739.53,09/04/2024 08:00
B3193,OncoDrug_A,Line_1,M3,2,106.32,164,High,Strict,0.63,Minor_Fluctuation,Evening,60.81,2.87,19.0,12759.79,14263.82,09/04/2024 10:00
B3194,OncoDrug_A,Line_1,M1,4,119.62,131,Low,Strict,0.94,Minor_Fluctuation,Evening,67.87,2.75,16.67,10425.48,12303.22,09/04/2024 12:00
B3195,OncoDrug_B,Line_2,M4,5,110.6,62,High,Critical,0.87,Minor_Fluctuation,Morning,50.21,2.85,17.85,13527.95,15139.69,09/04/2024 14:00
B3196,OncoDrug_B,Line_1,M3,6,138.73,78,Low,Critical,0.66,Stable,Night,56.74,2.62,10.45,20599.93,22083.68,09/04/2024 16:00
B3197,OncoDrug_A,Line_1,M5,4,217.53,142,Low,Strict,0.65,Stable,Evening,68.51,2.23,14.9,26603.06,28235.88,09/04/2024 18:00
B3198,OncoDrug_C,Line_3,M3,4,144.37,160,High,Strict,0.7,Stable,Evening,57.07,2.6,8.33,18811.63,19880.75,09/04/2024 20:00
B3199,OncoDrug_B,Line_4,M3,5,190.7,103,Medium,Strict,0.63,Stable,Evening,60.39,2.72,9.62,16752.41,18153.46,09/04/2024 22:00
B3200,OncoDrug_D,Line_1,M4,2,156.31,175,Medium,Critical,0.51,Controlled_Adjustment,Night,72.43,2.97,12.37,18568.95,19894.42,10/04/2024 00:00
B3201,OncoDrug_C,Line_1,M5,3,82.22,88,Low,Standard,0.5,Minor_Fluctuation,Night,34.11,2.37,11.82,11244.09,11889.34,10/04/2024 02:00
B3202,OncoDrug_B,Line_1,M5,5,117.58,63,Low,Standard,0.7,Controlled_Adjustment,Night,45.69,3.33,19.45,12689.47,14339.64,10/04/2024 04:00
B3203,OncoDrug_C,Line_3,M4,5,249.81,102,Medium,Critical,0.5,Minor_Fluctuation,Night,60.58,2.23,15.0,25876.75,27461.93,10/04/2024 06:00
B3204,OncoDrug_A,Line_2,M4,5,150.82,81,High,Critical,0.45,Controlled_Adjustment,Morning,40.3,2.72,19.68,19015.45,20356.1,10/04/2024 08:00
B3205,OncoDrug_C,Line_1,M1,5,82.02,133,Low,Strict,0.4,Stable,Morning,49.79,3.48,17.97,6924.45,8686.19,10/04/2024 10:00
B3206,OncoDrug_B,Line_1,M5,5,150.67,151,Low,Strict,0.59,Controlled_Adjustment,Evening,68.95,3.6,11.88,19944.27,22004.72,10/04/2024 12:00
B3207,OncoDrug_D,Line_1,M2,6,206.49,138,High,Strict,0.77,Minor_Fluctuation,Night,58.6,2.65,18.53,28168.72,30186.51,10/04/2024 14:00
B3208,OncoDrug_D,Line_1,M3,5,201.93,107,Low,Standard,0.63,Controlled_Adjustment,Morning,56.51,2.6,14.45,23161.1,24712.3,10/04/2024 16:00
B3209,OncoDrug_A,Line_3,M5,2,196.06,189,Medium,Standard,0.52,Stable,Evening,63.77,3.6,13.08,27566.73,28860.19,10/04/2024 18:00
B3210,OncoDrug_C,Line_3,M1,5,185.98,198,Low,Strict,0.5,Stable,Evening,74.45,3.05,9.5,21135.64,22978.28,10/04/2024 20:00
B3211,OncoDrug_D,Line_2,M3,3,93.6,67,High,Strict,0.63,Controlled_Adjustment,Night,37.74,3.52,17.23,9336.39,10384.93,10/04/2024 22:00
B3212,OncoDrug_A,Line_1,M1,3,204.79,123,Low,Strict,0.74,Controlled_Adjustment,Evening,66.65,2.77,16.88,27105.24,28783.71,11/04/2024 00:00
B3213,OncoDrug_C,Line_1,M3,7,212.14,87,Medium,Critical,0.93,Minor_Fluctuation,Morning,69.67,3.22,17.97,20394.03,23214.5,11/04/2024 02:00
B3214,OncoDrug_D,Line_2,M3,2,151.0,106,High,Critical,0.46,Stable,Night,50.34,2.42,12.23,20579.25,21438.38,11/04/2024 04:00
B3215,OncoDrug_B,Line_4,M4,2,84.47,144,Medium,Standard,0.62,Minor_Fluctuation,Morning,52.71,2.27,9.1,8263.8,8982.41,11/04/2024 06:00
B3216,OncoDrug_B,Line_4,M5,4,174.56,71,Medium,Strict,0.69,Stable,Night,42.12,2.07,18.07,17368.7,18477.86,11/04/2024 08:00
B3217,OncoDrug_A,Line_1,M5,7,137.62,165,Medium,Standard,0.85,Controlled_Adjustment,Morning,62.12,2.42,17.73,17357.23,19509.69,11/04/2024 10:00
B3218,OncoDrug_C,Line_4,M4,4,156.89,82,Medium,Standard,0.67,Controlled_Adjustment,Evening,38.92,3.58,11.42,22388.8,23390.99,11/04/2024 12:00
B3219,OncoDrug_D,Line_4,M1,2,166.57,79,Medium,Strict,0.62,Minor_Fluctuation,Morning,48.45,3.08,16.12,19234.24,20313.87,11/04/2024 14:00
B3220,OncoDrug_D,Line_2,M5,2,106.83,65,Medium,Critical,0.66,Controlled_Adjustment,Night,48.47,2.07,8.88,9465.65,10096.57,11/04/2024 16:00
B3221,OncoDrug_A,Line_4,M3,6,182.91,130,High,Standard,0.87,Minor_Fluctuation,Morning,52.24,3.28,11.18,23014.17,24627.52,11/04/2024 18:00
B3222,OncoDrug_D,Line_3,M3,5,94.7,170,High,Standard,0.6,Controlled_Adjustment,Night,41.95,3.53,17.25,14156.67,15621.42,11/04/2024 20:00
B3223,OncoDrug_C,Line_3,M2,7,103.24,139,Medium,Strict,0.76,Stable,Evening,59.72,2.73,11.62,14344.05,16180.44,11/04/2024 22:00
B3224,OncoDrug_A,Line_3,M5,6,138.32,135,High,Critical,0.76,Minor_Fluctuation,Evening,57.97,3.27,14.53,18794.46,20773.17,12/04/2024 00:00
B3225,OncoDrug_C,Line_1,M2,6,88.36,175,Medium,Standard,0.56,Stable,Night,55.53,3.65,16.28,7120.3,9240.62,12/04/2024 02:00
B3226,OncoDrug_B,Line_1,M4,3,83.24,64,Low,Strict,0.91,Controlled_Adjustment,Evening,46.43,2.33,8.93,9721.34,10461.12,12/04/2024 04:00
B3227,OncoDrug_D,Line_3,M2,6,84.93,68,Low,Standard,0.91,Controlled_Adjustment,Morning,47.32,3.28,9.08,12707.07,14069.1,12/04/2024 06:00
B3228,OncoDrug_D,Line_2,M4,6,90.96,153,Low,Standard,0.68,Controlled_Adjustment,Morning,56.36,2.75,17.08,12579.13,14471.89,12/04/2024 08:00
B3229,OncoDrug_C,Line_2,M3,4,156.85,146,Medium,Standard,0.75,Minor_Fluctuation,Morning,55.33,3.27,19.77,13628.54,15445.21,12/04/2024 10:00
B3230,OncoDrug_D,Line_3,M5,4,175.23,118,Medium,Critical,0.84,Controlled_Adjustment,Night,63.5,2.08,18.65,19278.5,20991.94,12/04/2024 12:00
B3231,OncoDrug_B,Line_3,M4,5,96.94,154,Low,Critical,0.87,Minor_Fluctuation,Evening,83.76,2.13,11.65,11681.71,13550.95,12/04/2024 14:00
B3232,OncoDrug_D,Line_2,M3,6,240.37,189,Medium,Strict,0.9,Minor_Fluctuation,Morning,82.03,2.78,9.62,29964.67,32123.43,12/04/2024 16:00
B3233,OncoDrug_D,Line_4,M1,5,174.13,85,Low,Critical,0.64,Minor_Fluctuation,Night,62.48,2.9,14.32,14270.18,16070.64,12/04/2024 18:00
B3234,OncoDrug_C,Line_1,M2,7,116.66,163,Low,Strict,0.86,Controlled_Adjustment,Evening,76.66,2.72,18.33,9644.67,12507.92,12/04/2024 20:00
B3235,OncoDrug_D,Line_1,M4,6,191.01,146,Medium,Standard,0.73,Minor_Fluctuation,Night,57.0,3.47,18.95,28384.6,30650.35,12/04/2024 22:00
B3236,OncoDrug_B,Line_3,M1,5,151.55,162,Medium,Critical,0.49,Controlled_Adjustment,Morning,73.04,2.85,8.98,12791.12,14488.09,13/04/2024 00:00
B3237,OncoDrug_B,Line_4,M2,2,133.27,116,Medium,Standard,0.87,Controlled_Adjustment,Evening,57.07,2.35,14.03,13492.77,14561.88,13/04/2024 02:00
B3238,OncoDrug_D,Line_1,M3,4,212.86,154,High,Strict,0.94,Minor_Fluctuation,Night,59.8,3.02,14.03,17108.05,18668.83,13/04/2024 04:00
B3239,OncoDrug_D,Line_3,M3,7,137.66,127,High,Standard,0.41,Controlled_Adjustment,Evening,39.04,3.42,19.07,13077.84,14755.91,13/04/2024 06:00
B3240,OncoDrug_D,Line_3,M1,3,225.04,74,Medium,Critical,0.69,Controlled_Adjustment,Morning,57.49,2.4,18.33,28423.99,29891.9,13/04/2024 08:00
B3241,OncoDrug_B,Line_1,M4,6,170.37,166,Medium,Critical,0.7,Stable,Evening,77.39,3.12,13.67,18328.37,20833.23,13/04/2024 10:00
B3242,OncoDrug_D,Line_2,M1,6,153.03,159,High,Critical,0.75,Stable,Evening,65.18,2.73,11.67,19191.6,21020.98,13/04/2024 12:00
B3243,OncoDrug_D,Line_2,M4,3,174.08,71,Low,Strict,0.78,Stable,Morning,57.34,3.28,15.57,25413.06,26870.45,13/04/2024 14:00
B3244,OncoDrug_C,Line_4,M3,3,167.14,188,High,Standard,0.75,Controlled_Adjustment,Night,59.7,2.45,13.63,19395.66,20648.37,13/04/2024 16:00
B3245,OncoDrug_C,Line_1,M1,6,214.43,117,Low,Strict,0.43,Controlled_Adjustment,Morning,61.77,3.3,15.98,28035.56,30245.9,13/04/2024 18:00
B3246,OncoDrug_D,Line_2,M2,2,224.87,129,Medium,Strict,0.59,Stable,Morning,63.95,2.97,9.47,27111.44,28096.27,13/04/2024 20:00
B3247,OncoDrug_A,Line_4,M1,7,237.68,116,High,Standard,0.76,Controlled_Adjustment,Night,41.39,2.0,12.8,20513.3,21622.55,13/04/2024 22:00
B3248,OncoDrug_B,Line_2,M1,7,97.64,156,Low,Strict,0.73,Minor_Fluctuation,Morning,68.98,2.3,17.7,8582.71,10914.24,14/04/2024 00:00
B3249,OncoDrug_C,Line_4,M3,5,131.95,101,Low,Strict,0.88,Minor_Fluctuation,Night,55.24,3.62,11.58,18018.5,19657.29,14/04/2024 02:00
B3250,OncoDrug_B,Line_4,M2,7,249.49,85,Low,Standard,0.53,Minor_Fluctuation,Morning,44.52,2.82,16.05,30038.04,31630.37,14/04/2024 04:00
B3251,OncoDrug_D,Line_2,M5,7,205.07,69,Low,Standard,0.94,Stable,Morning,48.85,2.48,12.72,22574.66,24045.04,14/04/2024 06:00
B3252,OncoDrug_C,Line_1,M5,3,123.66,68,Low,Strict,0.42,Controlled_Adjustment,Night,43.89,3.65,8.75,14365.93,15230.56,14/04/2024 08:00
B3253,OncoDrug_D,Line_3,M3,3,132.31,166,Medium,Critical,0.42,Controlled_Adjustment,Night,63.79,3.28,11.12,15915.74,17253.2,14/04/2024 10:00
B3254,OncoDrug_A,Line_3,M1,2,140.82,155,Low,Strict,0.53,Controlled_Adjustment,Night,65.9,2.63,9.2,19268.44,20221.79,14/04/2024 12:00
B3255,OncoDrug_B,Line_2,M1,5,205.29,163,Low,Standard,0.66,Stable,Morning,62.04,3.08,16.68,23680.53,25672.02,14/04/2024 14:00
B3256,OncoDrug_D,Line_4,M4,4,102.41,93,High,Standard,0.55,Minor_Fluctuation,Morning,30.56,3.05,19.38,13502.93,14468.12,14/04/2024 16:00
B3257,OncoDrug_A,Line_3,M3,5,209.76,156,Medium,Critical,0.51,Stable,Evening,72.86,3.43,14.28,23679.46,25970.91,14/04/2024 18:00
B3258,OncoDrug_B,Line_2,M1,3,207.12,106,Medium,Strict,0.58,Minor_Fluctuation,Morning,52.6,2.07,15.72,19844.17,20996.99,14/04/2024 20:00
B3259,OncoDrug_D,Line_1,M5,6,144.41,183,Medium,Standard,0.44,Minor_Fluctuation,Night,51.2,2.88,14.88,18650.87,20298.66,14/04/2024 22:00
B3260,OncoDrug_D,Line_1,M1,6,228.26,116,Medium,Strict,0.45,Stable,Evening,51.57,3.15,14.17,23442.55,25147.79,15/04/2024 00:00
B3261,OncoDrug_B,Line_3,M3,3,112.02,61,Low,Strict,0.91,Minor_Fluctuation,Morning,51.57,3.07,13.75,10707.73,11891.26,15/04/2024 02:00
B3262,OncoDrug_C,Line_4,M3,6,125.15,152,High,Standard,0.84,Stable,Night,52.67,2.72,15.03,15653.28,17303.61,15/04/2024 04:00
B3263,OncoDrug_A,Line_1,M5,5,122.6,172,High,Standard,0.88,Minor_Fluctuation,Evening,60.18,2.52,11.08,18061.68,19485.94,15/04/2024 06:00
B3264,OncoDrug_A,Line_4,M1,3,179.45,149,Low,Standard,0.79,Controlled_Adjustment,Evening,64.12,2.85,19.15,24111.18,25887.3,15/04/2024 08:00
B3265,OncoDrug_B,Line_4,M2,2,215.31,107,High,Strict,0.66,Controlled_Adjustment,Night,57.15,2.28,14.32,23326.98,24406.16,15/04/2024 10:00
B3266,OncoDrug_D,Line_4,M3,3,181.31,173,Medium,Standard,0.49,Minor_Fluctuation,Evening,53.45,3.02,12.13,19698.33,20830.58,15/04/2024 12:00
B3267,OncoDrug_B,Line_2,M4,3,213.37,101,High,Standard,0.85,Controlled_Adjustment,Evening,51.64,3.12,11.2,21705.26,22766.47,15/04/2024 14:00
B3268,OncoDrug_B,Line_1,M2,6,238.55,64,High,Critical,0.58,Controlled_Adjustment,Night,47.18,3.15,15.02,34668.85,36269.04,15/04/2024 16:00
B3269,OncoDrug_D,Line_3,M5,7,142.66,158,High,Standard,0.85,Stable,Evening,46.79,3.33,14.63,13131.96,14908.42,15/04/2024 18:00
B3270,OncoDrug_A,Line_3,M4,2,102.45,194,Medium,Standard,0.64,Controlled_Adjustment,Morning,65.84,2.6,13.43,14899.05,16125.87,15/04/2024 20:00
B3271,OncoDrug_A,Line_3,M5,6,80.98,132,High,Critical,0.62,Controlled_Adjustment,Morning,59.03,2.42,11.8,10287.51,11840.0,15/04/2024 22:00
B3272,OncoDrug_D,Line_4,M3,2,202.55,174,High,Strict,0.52,Controlled_Adjustment,Morning,62.09,3.03,19.85,28159.25,29768.42,16/04/2024 00:00
B3273,OncoDrug_B,Line_4,M2,2,222.33,199,Medium,Critical,0.7,Controlled_Adjustment,Evening,98.19,2.78,19.75,26665.77,29151.62,16/04/2024 02:00
B3274,OncoDrug_B,Line_2,M2,5,181.88,171,Low,Critical,0.68,Controlled_Adjustment,Night,84.03,3.1,14.68,26350.12,28886.42,16/04/2024 04:00
B3275,OncoDrug_C,Line_1,M5,4,179.11,128,Medium,Strict,0.71,Controlled_Adjustment,Evening,57.97,2.53,14.93,14376.29,15829.41,16/04/2024 06:00
B3276,OncoDrug_C,Line_1,M2,4,83.99,171,High,Standard,0.57,Minor_Fluctuation,Night,42.27,2.88,18.67,10449.58,11726.13,16/04/2024 08:00
B3277,OncoDrug_A,Line_3,M4,3,180.18,92,Medium,Standard,0.56,Minor_Fluctuation,Evening,41.02,2.58,19.88,20107.32,21240.84,16/04/2024 10:00
B3278,OncoDrug_D,Line_3,M1,4,148.44,129,Low,Strict,0.65,Minor_Fluctuation,Evening,60.02,2.03,8.37,19746.37,20736.7,16/04/2024 12:00
B3279,OncoDrug_D,Line_4,M3,4,204.86,166,High,Strict,0.48,Minor_Fluctuation,Evening,56.45,2.32,14.65,18202.8,19552.9,16/04/2024 14:00
B3280,OncoDrug_D,Line_3,M2,5,136.91,72,Medium,Standard,0.86,Controlled_Adjustment,Night,37.02,2.28,10.97,15640.54,16469.17,16/04/2024 16:00
B3281,OncoDrug_B,Line_2,M2,7,125.66,73,High,Strict,0.57,Controlled_Adjustment,Morning,35.02,2.98,18.92,16359.7,17753.5,16/04/2024 18:00
B3282,OncoDrug_B,Line_1,M1,5,116.77,89,Medium,Critical,0.58,Controlled_Adjustment,Morning,48.29,3.47,14.32,10401.91,11930.29,16/04/2024 20:00
B3283,OncoDrug_D,Line_2,M5,6,166.18,62,Low,Standard,0.58,Minor_Fluctuation,Evening,35.83,3.32,10.45,22441.11,23528.55,16/04/2024 22:00
B3284,OncoDrug_B,Line_3,M5,6,242.74,73,High,Critical,0.52,Stable,Night,50.53,2.25,15.63,20721.24,22193.35,17/04/2024 00:00
B3285,OncoDrug_D,Line_2,M3,2,246.01,107,High,Standard,0.7,Minor_Fluctuation,Morning,49.75,2.58,14.13,28521.03,29481.21,17/04/2024 02:00
B3286,OncoDrug_B,Line_1,M3,6,202.66,180,Medium,Standard,0.91,Controlled_Adjustment,Morning,67.28,2.05,9.05,22842.49,24278.91,17/04/2024 04:00
B3287,OncoDrug_D,Line_4,M5,5,215.19,80,High,Critical,0.64,Minor_Fluctuation,Evening,53.53,2.93,9.47,30405.94,31697.8,17/04/2024 06:00
B3288,OncoDrug_C,Line_1,M1,7,172.0,95,High,Critical,0.84,Controlled_Adjustment,Morning,53.24,3.02,9.92,22977.54,24629.76,17/04/2024 08:00
B3289,OncoDrug_A,Line_4,M5,3,204.4,76,Low,Critical,0.62,Minor_Fluctuation,Night,57.41,3.12,18.98,21325.66,22952.28,17/04/2024 10:00
B3290,OncoDrug_C,Line_2,M4,4,174.35,101,High,Standard,0.71,Controlled_Adjustment,Night,45.41,2.43,19.28,21468.74,22786.39,17/04/2024 12:00
B3291,OncoDrug_B,Line_3,M3,3,248.16,190,High,Critical,0.5,Controlled_Adjustment,Night,73.64,3.33,18.02,34507.13,36570.28,17/04/2024 14:00
B3292,OncoDrug_B,Line_2,M1,3,137.41,170,Medium,Strict,0.61,Minor_Fluctuation,Morning,65.07,2.93,12.0,17078.43,18431.89,17/04/2024 16:00
B3293,OncoDrug_C,Line_3,M1,6,180.34,129,Medium,Standard,0.65,Stable,Evening,52.19,2.05,17.78,21262.98,22833.03,17/04/2024 18:00
B3294,OncoDrug_C,Line_1,M5,2,160.26,190,Medium,Standard,0.43,Stable,Morning,60.74,2.25,9.17,14081.52,14911.63,17/04/2024 20:00
B3295,OncoDrug_A,Line_3,M4,3,118.83,114,High,Standard,0.51,Minor_Fluctuation,Night,40.75,2.45,17.73,16061.99,17084.13,17/04/2024 22:00
B3296,OncoDrug_A,Line_4,M3,5,179.6,67,High,Strict,0.8,Minor_Fluctuation,Morning,41.39,2.4,19.38,14997.27,16296.22,18/04/2024 00:00
B3297,OncoDrug_D,Line_2,M5,5,165.88,170,High,Standard,0.84,Minor_Fluctuation,Night,54.66,2.87,10.08,20020.74,21355.36,18/04/2024 02:00
B3298,OncoDrug_D,Line_4,M2,3,88.51,136,Low,Critical,0.83,Stable,Night,85.1,2.83,10.15,12797.24,14384.35,18/04/2024 04:00
B3299,OncoDrug_A,Line_1,M4,6,130.66,108,High,Critical,0.5,Stable,Morning,47.43,2.13,16.7,16992.58,18391.77,18/04/2024 06:00
B3300,OncoDrug_A,Line_4,M1,3,88.0,66,High,Standard,0.9,Stable,Night,34.21,3.17,11.87,12886.04,13616.99,18/04/2024 08:00
B3301,OncoDrug_B,Line_3,M5,6,202.35,150,Low,Critical,0.75,Controlled_Adjustment,Morning,79.21,2.43,16.92,23104.8,25601.24,18/04/2024 10:00
